id	review
The Comeback 	thats rupauls hello hello hello PLEASE HBO WHY HAVEN`T YOU RELEASED SEASON 3 YET. I FREAKING MISS THIS SHOW SO MUCH :( not easy being green..  lol THE ABSOLUTE BEST SERIES EVER!!!!!!!!!    I CAN'T STOP LAUGHING!!! She sounds like Regina Phalange lol great show, glad to see its  back... Best moment of The Comeback season 1 was Val punching Paulie D , she did what I wanted to do , fat bastard writing a stupid show Room and Board having delusions of grandeur. Absolutley UNDER~ RATED~!!!! Check it out. Season 1 was well before its time. she's  a great actress. Lisa Kudrow is so amazing "all this is ng... Not good"!!! BAHAHHW!!! want more!! there better be a season 3!! Best show on TV, only HBO is smart enough 2 get it she is so likable she could play katherine hepburn This makes me so happy What happened to the original trailer that had Girls on Film as the background music? It was much much better.  Just genius! Lisa is amazing, as always, I loooooove her! HBO HURRY AND MAKE THIS AVAILABLE FOR STREAM ON ITUNE/AMAZON PRIME, SOME OF US DONT HAVE HBO. I've waited 9 yrs for season 2 and now can't watch! :((
Comes a Horseman 	I remember seeing the movie while on flight on United Airlines from Washington, D.C. to Los Angeles back in early 1979!
Coming Home 	I've the feeling I'm gonna cry like a little girl throughout this movie Gong Li is tremendous! sa ressemble a l'histoire de hatshi What was the piano piece? Such a great film but sad. The end was not what I expected. I love all about this movie just finished watching the movie.. it's a must see.. great work for real La hija de  Feng Wany (Gong Li) no es del viejo ese Chen Daoming, sino del agente  Sonny Crockett de Miami vice en que Feng Wany durante su juventud tuvo relaciones sexuales con el gringo en cuba ahi procrearon a la chinita Zhang Huiwen No me gusto el final, no es q sea mal final si no q le falto algo a ese final Is it worth it to watch? Just saw one of these remarkable films that touch you in your very deepest and remain in your heart. Gui Lai (Coming Home) by Zhang Yimou. Gong Li is amazing! I own all her movies. I wanted a happy ending but it was in a weird way has her husband was there all the time lol touching film lol awesome, touching , intense, deep movie..... Gong li is amazing actress I just saw the film, and I'm surprised that so many comments focused on the political setting when to me the film was an overwhelmingly hopeful endorsement of the awesome power of family and love over oppression. The cultural revolution could not tear them apart. He acted like a man. I cannot say that in print with the sufficient emphasis. Like a MAN. He loved her and he was willing to do the patient and humble thing to help her. It's not even about being Chinese.  It's about three people all successfully coming to terms with their grief, and grief every man, woman, and child shall have in this life, whether their families are challenged by the cultural revolution or by American secularism.  I haven't seen the daughter discussed in any review, but her role is equally heartening as she gives up her disappointment about the effect of her father's political situation on her career in ballet, and is able to be a good daughter to her parents. This is a worthy goal in human life and it is so wonderful to see it reaffirmed, when all around us in our own nation are only messages of rebellion and rupture (our own ugly cultural revolution). Gong Li the most beautiful woman in the entire world and one of the best actresses ever.
Convoy 	(To those wondering) Correct, this is not from the movie. There was a different song in the movie. From what I can tell you, it was one of these two things. Either the movie was based off of the song written by C.W. McCall, or the movie was made and then C.W. McCaall took the song and movie, changed some words up to make it sound better, and produced this song. This song and the movie are both great so I wont complain. And if you havnt seen this great movie from the 70s, go and watch it. This looks like such a goddamn masterpiece GTA v brought me here Not even the song from the movie The Rubber Duck Is A Mack R700L.Love Machine's Truck Is A Mack Cruiseliner.And Spider Mike's Truck Is A Diamond Reo. This is more of a music video then an official trailer.
Corvette Summer 	Yoda and Vader died because they watched this disco POS wow Pee Wee's Big Adventure? Is the film in backwards at times.? I ask because the driver is on the right side in some frames. I loved this when i was 7..we had HBO lol!! I feel like I've watched this a long time ago, but I barely remember it Darth Vader took it. I love it unofficial sequel to Star Wars I came for the comments lol because he plays Luke lol. Why is the steering wheel on the wrong side? Built in England, I guess. God, this is why I don't watch too many Hollywood movies.  Also I haven't had a TV for 35 years, it is all so much crap.  I know it is just a movie, but it becomes more than that year after year ..... This film was replayed or syndicated at least a few times on regular television during the early 80's. Back then remember it as an innocent and rather simple film. That was the impression back then. The corvette was good but ever since the XP-38 came out they've just in demand. Wrap your ass in fiberglass and drive a 'vette. I was an HBO addict as a kid and this was one of my faves. so my crush is obsessed with this movie. can someone explain why This was after the first star wars film.That was 77 Utterly terrible movie, didn't really help his career.  So glad he's back on track now with the new SW films :D  Met him in 2007, nice bloke.
Cruise Into Terror 	Loved this movie!  Used to have it on VHS.  Hope you can post the entire movie!
Damien 	I really liked this show. A pitty that the Bible-Fuckers got their will again. Can someone please tell me if this is any good? Or is it some kind of silly horror splatter? :-) The only great episode is the final one. What a waste of a great supernatural context... hdkdn name the song? It got canceled, but some people are trying to bring this show back, or at least find a new home to it: https://www.change.org/p/netflix-savedamien?recruiter=385623092&utm_source=petitions_share&utm_medium=copylink This trailer is annoying, you cant see whats going on because they change frame every 0,005 second se ve interesante It got cancelledThnx for wasting my time A&EYh i did enjoy watching but S1 was like a intro and S2 is where thinks are about to get amazing Is this the older Damien in the movie "The Omen"? I dig this series. Hopefully they will continue. ooh religion.. cringi AF So damien is the son of teemo???? quite frankly, I don't like lucifer when you think of lucifer you don't think good person that falls for a girl you think destruction and chaos or alot of fucked up shit and I was hoping that was the concept you don't just make a series called lucifer and make him all good and shit that's not how this shit works Amazing show Arthur what are you doing
Dawn of the Dead 	masterpiece Best zombie movie ever made need to make any other movie like this asap yo this shit needs to happen I always knew Zack Snyder directed this, but up until recently, I had no idea James Gunn wrote it. Well done film and a remake that in many ways outshines the original. Dead Rising brought me here, also, this movie scared the living shit out of me as a kid :D Nice Left 4 Dead movie :P I love this Movie!! In all of Zombie movies that i've watched this is number 1.. even World War Z can't beat this movie.. "FOR ME" Sad that Snyder Cancelled the Sequel!! Because of DC.. But I love DC too than MARVEL.. HAHHAHAAHHAHAHA My gf is going to bed before the president is announced. I told her this is what she's going to wake up to if they announce Trump as our next president LOL. SO FAR, THE BEST ZOMBIE REMAKE! hands down the best zombie movie i've seen so far isn't this the first time fresh running zombies were introduced... This movie is even more scary and better than the original You know a movie is good when you still think about it twelve years later. :)Man, this is still one of my favorite movies of all time. I nearly was 13 years old when this one came out, it freaked me out and still satisfied me without a doubt. Even when I was done with the movie I got the special edition for the DVD with all the extras in it. Deleted Scenes, Extra Footage from Andy, The News Channel and other Survivors documenting the outbreak and all. Man, such a cool remake... one of the best movies from Znyder. It was so simple and yet entertaining at the same time. Maybe I'm going to watch it one more time, just one more frigging time. It's not like that I've watched this movie around 100 times. CJ and Michael were my favorite characters, so sad that they've had to die. Great movie, shit trailer. You know what's ironic? The screenplay was written by the director of Guardians of the Galaxy, but it was directed by the director of Man of Steel and Batman v Superman State of decay the movie Brilliant remake of a 1978 masterpiece! i was against this at first as i've been a fan of the original since 1988 when i was 6 when i rented Night of the Living Dead then Dawn then Day and when i heard a remake of this was gonna be made i was skeptical, i mean if Night of the Living Dead in 1990 was good then so should this, i saw this in theaters and was surprised. Surprisingly good and well made. 0:57Theres a game called "No More Room In Hell" and it has the same texr just like that one. This is the best zombie movie ever made
Deadman's Curve 	I'm feeling a little woozy here! Matthew Lillard is so kickass in this movie.  Tim Jackson is the ultimate Magnificent Bastard. Da fuck. Haven't seen the film but I'm assuming that the twist is the guy never died? ...Why would they give that away in a trailer Hmmm faise one complete Very good It's a good movie with a crazy twist looks ok.
Death on the Nile 	Angela Lansbury gets murdered... it was funny to see her get shot in the head like that. Also funny how Mia Farrow was one of the killers then she killed herself. The costumes won an Oscar. I have to watch this every so often, at least once a year or I get itchy. Wow. I have never seen a movie with so many brilliant actors, I love. I mean Angela Lansbury, David Niven, Maggie Smith, Bette Davis and Peter Ustinov. in my school this is my story I love this movie! Shame we cant watch the full Ustinov movie without paying! Its very good. la encontre Definitely genius Agatha Christie!!The second book I've read.. Angela, Bette, Maggie and Mia... 1978... I had a dream that PIEGUYRULZ talked about these three big slides.  One of the was red, one was yellow, and one was green.  Once you reach the bottom, you can go back up the stairs to the top, or, if you're skilled enough, you can run up a slide.  This dream was probably caused by the fact that I was at the fair last night.  There were some other people there, including Simon and Linnet Doyle.  In the dream, I was PIEGUYRULZ for some parts and Simon for others.  As Simon, I slid down the red slide with Linnet.  The plan was for me to kill her once we reached the bottom.  Not with a gun, just with my hands.  I peed while sliding and may have even pooped a little.  I don't think I reached the bottom of the slide.   Peter Ustinov WOW DeathOnTheNile.rar 74.2 MBhttps://mega.co.nz/#!W8Zk3SBQ!H2FrXIxWmBUTPLg-XNlqihoiAK9WsQlqGa_O0bfHBq0 I just love David's role here I like this type of movie, I hope they can remake Charlie Chan lol. my english teacher spoiled it for me :'( No, frankly he was OK. Specially as he was 39 and not shaped like the character. I was doubtful too at first but he won me over in the course. I saw this movie...I love it so much ;_; Brilliant cast. I need to see this!
Deathsport 	CLAUDIA JENNINGS RIP was a BEAUTIFUL TALENTED UNIQUE ACTRESS A 70s LEGEND.Claudia Jennings died tragically 3-10-79 (car crash) but her life/films will live FOREVER ++Claudia Jennings was GREAT in STREETS OF SAN FRANCISCO 75, GATOR BAIT 74 ETC ..JOHN SAXON IS A FILM TV GREAT LEGEND ONE OF THE BEST ACTORS 50s 60s 70s 80s So this is where the sample from the track Death Sport by Hazard came from lmao Love it!!! in the year 3000 they have really shitty bikes They don't make like they use ta..... Sweet flick! Lots of explosions and men on fire, this film has it all. RIP Richard Lynch!! what's with the Star Wars sound effects? I have this on vhs, its shit-tastic. looks like a cheesy sequel to that death race 2000 film Loved the tits in the flick....other than that this movie was bad. It has some of the most annoying sound effects ever...and they're constant too! @samalvor lol right Sadly, this trailer is way more fun than the actual film, which is inexcusably dull. @pinkdestroyer What?  It's got blasters and laser guns! Wow!!! This looks like reall shit-movie!!!
The Deer Hunter 	Movie name, please??? Watcccch The Deeeeeer Hunteeeer oooonlineee here => https://twitter.com/bab64f69ae40a1e7d/status/850530171740233729 good movie but bad trailer Great movie.  Terrible trailer. Yoou can waaaatch The Deeer Hunter hereeee https://twitter.com/8b36ebdf88f2dde48/status/850530171740233729 I watched The Deer Hunter full movieeee here https://twitter.com/3812ba2034e26a8c4/status/850530171740233729 the trailer actually encapsulates the spirit of cimino's classic.  eh, you fucking braindead fucking  humps??? I really like that dark sound When the "Deer Hunter" comes up. The Deer what ? didn't have the time to catch the last word How could they not include De Niro's hardcore, blood curdling scream from when they're playing Russian roulette in Vietnam? That sells the movie right there. How could they not include De Niro's hardcore, blood curdling scream from when they're playing Russian roulette in Vietnam? That sells the movie right there. Why the fuck did movie trailers spoil the entire plot back then? The problem with this trailer is not that it reminds you every two seconds what the name of the movie is (I guess it's just the way they used to make trailers back in the day - some text and proper fragments of the movie changing on your screen - watch the trailer for "A Clockwork Orange") you are just supposed to rember the title. The problem is that the trailer basically summarises the whole film so there is not much place left for surprises as you know that in the end (SPOILER) Michael's going to find Nick in Vietnam playing Russian roulette for sport/money and (SPOILER) Nick's going to die. rip john cazale The Deer Hunter So what is the movie called?  I didn't quite catch it They use a real bullet in this movie .. And 28 people die for this movie
Devil Dog 	I used to LOVE this movie; I haven't seen it in decades!!!= - O. It could have its purpose in real life , Let say the satanic cult works with the gouvernement ..they could always give a puppy to poetin ... ohh no ...poetin is already a demon ... I watched this as a kid, me and my sister laughed our behinds off.  Scared the hell out of me when i seen this as alittle kid haha looks tame now its got a Dolls kinda feel t it, with the Spanish maid and all Oh my, that looks just like my dog... So it's basically like the exorcism but dog style This is one fun movie. It's impossible to watch this and not be entertained. this scared the shit out of me when this first aired and i was 16. seemed too scarey to be on tv this could be a good remake if done by the right people For real, people: it's spelled chihuahua. Great freaken movie.I remember watching it and being scared myself (at 17),and at the same time thinking "What a cool dog to have",as long as you didn't piss it off.Thanks for posting this.I was thinking of the movie the other day and wondering if I got the title right after thirty-four years. A mixture of cujo and the omen Is this like the hound of the baskervilles? Haven't seen this movie since I was a kid, back when TV movies were good. Crazy old movie. Chihauhau's,ARE NOT FREAKIN EVIL beverly hills chihuahau,proves it!Ali,and Papi jr,are freakin adoralbe!And so are Rose and Jo,my friends chi's.SO THERE!HA! @lassiefan97 You want a dog that kills people with his mind?WHATS WRONG WITH YOU?!?!?! GRMAN SHEPHERD?Heck naw!GREATJUST GREAT!Now I'm terrifyed of my favorite kind o dog.Thanks fucktards.*Goes to watch a milliopn funny inuyasha moments to clam down* 1:09-1:12 That scene scared the shit out of me when i was 10.
A Different Story 	Talented and real, that's the George I'll always miss. God bless G Mike Just love his honesty.  So forthright, unashamed and totally gorgeous.  Such a huge loss to everyone of his friends, family and devoted fans. "Oh my God! I am a massive star... and I think I may be a poof! " Damn it, rest in peace George! Best thing about WHAM is that they split when they were at peak... Not waiting till either of them got pissed off at each other. They could have stayed together for another couple of albums which may or may not be as successful as previous ones and yet could have bagged a large sum of money... And they never did a reunion which I always dream about but there're certain things which I think we  should keep it as it is rather than re-creating it. And WHAM is one of them. efsane Laurence Lambert mandame una copia como bajo el dvd de GEORGE MICHel a different hostiry Oh bless you George. We love you and I hope that you can fight your inner demons and continue to keep making beautiful music like you are doing right now. :) come on, someone please post all of this documentary...Kirk..Montreal, Canada hey can u tell me where i can c it? If someone is interested in the movie,write me on PM,I'll give you link :) He is SO absolute fantastic, and I LOVE LOVE LOVE HIS accent ..:Woooah *.* I hope it will be onsale when I go to see him in 2 weeks :O TWO WEEKS!o_O This DVD was sold only at his concerts.  I got it, and when I take the time to figure out how to post on youtube, I will do it.  He takes the viewers to his childhood house, introduce his friends, ....it's a great insight into his life.  I adore George. I would lov eto see it as well, where can I get it ? Could you show the entire documentary, perhaps? Thank you.
Don 	What is Hindi waht is Urdu ? THIS IS STYLE unfortunately when it released I was only 3 years old Srk is the best at acting especially the Don series AWESOME TRAILER !! Way better than original .. Best Trailer yes who is it..DON DON...DON... This trailer better than Don 2 srk: super mercurial !!!!!! srk: super energy !!!!! Apple' Apple' who wants to see RAEES??? This movie shows how srk can perform Amitabh role may be that's why he is king timing , speed , judgement , when you saying hello to raven in reply he will say Hi from Data always best wow Some Indian people spreading negativity against shahrukh Khan and some Indian people spreading bad rumours against shahrukh Khan...... Shahrukh Khan is always no 1actor still watching 2016 watching in 2016 amazing trailer. ..
Dr. Strange 	la ame excelente The hot doctor is my favourite thing in the movie I like to watch movies Doctor strange 2 doctor strange y antiman Dr.Strange:Dormamu! i've come to bargain!Dormamu:You've come to die! Watching most superhero movies; "This doesn't make any sense."Writers; "Not everything does, not everything has to" Have you seen that before in a gift shop? best trip mary Doraemon, I've come to bargain Doctor Strange full movie https://docs.google.com/document/d/1xjPCXR1Trif0UdOICjzJNLp-Gb_MYu_zvbhHs4_GCpc/edit?usp=sharing Best trailer.I like it.Doctor Strange is great movie. the glass effect is soo awesome wow I want Doctor Strange 2 to:Be set in New Orleans and the Louisiana bayou......where the Nexus of All Realities is opening......and Doctor strange teams up with local sorcerer Jericho Drumm (aka Brother Voodoo, but they never call him that) to investigate......a series of killings committed by Man-Thing, who is burning people alive for no apparent reason......but it's actually because they'e been possessed by Nightmare through their dreams, and he's using them to open the Nexus of All Realities so that he can manifest completely in this world.Nightmare would be an awesome villain because he really loves psychological manipulation, and Stephen Strange has a lot of psychological weak points. Strange is hyper-rational, but Nightmare is hyper-emotional, so he'd be a great foil.And Man-Thing is perfect for using as a fake-out villain. Marvel fans who actually know the character (which is not most of them) won't be fooled, but Joe Q. Public will totally buy that he's a monster and be shocked when he's revealed as a mystical guardian.And you could even throw in Howard the Duck, who gets pulled through the Nexus to Earth.Oh and use different and creative magic other than Kung fu! Plenty of existing heroes due martial arts. Be creative and have strange using curse spells, demon/ construct summongings, teleportation without sling ring. Start developing his relationships with magic entities like cyttorak by having him gain contracts to use their magicPush the boundaries of pg-13 by giving derrickson creative freedom to make this a  more horror based non generic sequel mcu series. And make it longer! 2 hours and 30 minutes to three hours !!! Meta physical beings, million years ago depicted in Vedic texts..all these concepts.. sri krishna! Basically, it's a 2 hour clutter of borrowed and extremely overused cliches, as hollow as Hollywood itself. There is, literally, nothing original about this film and nothing worth wasting a minute of your life on, unless you are as disjointed and shallow as the people who created it and the others who whored themselves to participate in this mess. I'm specifically referring to certain actors who are better than this and who should know better. Tilda Swindon, Benedict Cumberbatch, Chiwetel Ejiofor, Mads Mikkelsen, Rachel McAdams, Benedict Wong; what, were you short on cash, gone brain-dead or taken complete leave of your artistic integrity? what a terrible american accent bargain I've come to dormamu great movie
Dracula's Dog 	i just saw this on TCM this past Sunday My understanding is that this is also called "Dracula's Dog." I believe it's available on Amazon Prime Video. Rifftrax does the same thing as well if you like Mike. MS3TK is back, more or less.Check out Cinematic Titanic (.com). It's the original creator of MST3K - Joel, and a lot of the MST3K cast. MST3K, we need you back real quick... "I must have the blood of my descendant! Oh wait, 'Dallas' is on. Bah, I'll just send Zoltan." ahhaahahaahahhhahaahah Ready to chase it if thrown? If you presented a crucifix to Zoltan would he cower and melt or chew on it? Also watch "Devil Dog: The Hound of Hell (1978)" They should have the dog wear sunglasses like most vampires. I think this looks good. I'm going to have to find it! this is so scarey and i'am only 9 bitches I wish they'd resurrect Dracula's Dog & sick him on the cast of Twilight. @bucky468 Dracula's dog and Zoltan: Hound of Dracula is the same movie.  If you visit the IMDB-page of Dracula's dog, you'll see that it says "Zoltan: Hound of Dracula" on the poster. 2:28-2:32 truly inspired! Does 'Drake' turn into a vampire or not? That's all I wanna know now lol @bucky468 yeah it is... Devil Dog: Hound of Hell trailer it's right here --->>> That's Barlow from Salem's Lot at 1:56. I came across this when I was searching for the cult classic flick "Dracula's Dog." Too bad that flick ain't at YouTube.
The Driver 	U people are try keep it up. Hotline Miami How to spoil a movie in 2 minutes This is such an awesome movie, whatever I say, it will not do it justice. 16 seconds in I've made the smart choice of just watching the movie Glad I watched the movie first... There should not have been a fucking trailer for this masterpiece *Watches trailer**looks at comments*Wait, so I basically screwed up by watching the trailer before the movie? Crap. I'm so glad Drive isn't an action movie (like this trailer paints it out to be) in reality it's one of the greatest films of all time I just watched Drive and came back to let anyone know that this trailer doesn't even remotely capture the tone of the movie. Probably one of the best films I've seen to date and I firmly regret not seeing it over this abysmal trailer. Never saw it assuming it was yet another generic movie with car chases similar to fast and furious 1-23. Such was not the case. The directing, sound track, acting, etc are top tier. The supporting actors - a who's who of great actors - are excellent all around. The movie has a very film noir feel to it and the violence graphic. Sort of Good Fella's meets Miami Vice. This is a tense, taut, tight movie, that takes some time to get into. I did find the ending very unsatisfying, which feels sloppy and rushed; maybe intentional by the director, but it didn't work for me for what's an otherwise solid movie. With just a few tweaks and a better ending, could have been a classic. A-/B+ This trailer just showed the whole movie, and that too in chronological order of the scenes that takes place in the movie. Do not watch this trailer if you haven't seen this movie yet. Great movie, Terrible trailer editing. I think the trailer has 80% of Gosling's lines in it. I just came from watching the movie, this trailer is the movie in 2 minutes 30 seconds lmao I know I'm 6 years late but this is a really great movie Baby driver) Great movie. Glad i didn't watch the trailer before seeing it though. Spoils everything. I just finished watching the movie and it was really good like I was hooked right away and the soundtrack is one of the best movie soundtracks that I've ever heard. Gotta see film again as I thought it sucked the first time Worst trailer I have ever seen. Spoils everything. DO NOT WATCH THIS BEFORE YOU HAVE SEEN THE WHOLE MOVIE!
Every Which Way But Loose 	this movie is so fucking hallarious "Twelve ribs my @ss!!........Goddammit" Great movie but the title never made sense to me. if ANYBODY knows who that girl is when Orville says  ''SAY UH IT KINDA SMOKY IN HERE " shes gorgeous .    Let me know Man, i watched it so many times on cable with my dad. Im 38 now, so many good memories thinking of this film. And everyone said my dad looked like Eastwood........ right turn clyde!!!! :-) Im going to wacth the remake 20 somthing instead. One classic movie. I wish put this movie and any which way can together . I enjoy both. If have on blue ray . Lots great songs.  Good quilty sound.   Lindo,lindo,saudades desse filme. I really want to watch it, but i can't find the full Movie. BRILLIANT MOVIE, I watched it way back then when it came out. L.o.l....Can't say anything else, cos he's soo funny...lol,,,,, Are you kidding? He looked like fucking Skeletor at the Republican convention and those vitamins have mashed his brain. This trailer took a ride on the crazy train. I'm talking about the couple narrating their way through the trailer so bizarre.    Funny and weird at the same time trailer The two greatest movie entertainment films ever made !! and when ma goes for her driving test fails quite a few times if she had her glasses on in the first place she would not have failed still glad she passes in the end right turn clyde overall i give this 10 out of 10 great funny movie they dont make them like this anymore love ma very funny lady played by the wonderful ruth gordon orville played by the great underated geffory lewis the funniest orangutan on earth clyde amazing beverly d angelo as echo what echo and sondra locke clint's first wife as lynn halsey taylor i don't mind country music that much charlie rich sings a great song in this film the black widow gang must be the unluckyist biker gang ever lol love it when ma takes a shot at their bikes lol The monkey Ed impersonates in Shaun of the dead I got this on blue ray!!!! Love this movie nu.1 in my book! :D
The Evil 	will be a cult classic. What The FUCK!? What the fuck boy? i think this will be good I'm hella hype to watch but b4 I do does the bald grey pedophile rape the kid in the trailer just now? Man that ending with the massive corpse puppet show... Fuck this was good Fred Koehler is AMAZING in this flick. The fuckin Worst horror film i've ever witness You never go full retard. where is hilary clinton? this movie is really good. probably the best horror movie in 2017 its in my opinion the genius part of the boy made his way back into reality while the disabled part that was living in reality went back into the darkness of his mind he needed to kill to trigger a reaction to switch sides this looks creepy WOW... " Production of the film began in 2002, but was plagued by many delays including: funding issues, conflicts with cast, and a lawsuit from a studio assistant. After many stops and starts to the production, filming was completed in 2008. Getty began obsessing over the final edit of the film and spent many years working to perfect it, but he unfortunately died in 2015 before it could be completed. Producer Michael Luceri, who had also assisted with the editing, finished the film. " wow this looks even crappier than the game... It was a good different movie. I prefer these effects to CGI she igans. BTW the movie is insane from start to finish. No wonder... the director was a meth addict that died in 2015. Worth watching. fan film ? actors are having it hard in Hollywood getting a good gig This is how a movie looks when you sellect your neighbours to be the casts with a budget of $100..
Like Father, Like Son 	Just used one large pack of tissue for this movie. Superb and touching af. :"( If anyone has doubts about this movie, I would recommend watching it. It's a great film about Japan's cultural views and a story between two families that are put into a situation where there isn't a clear answer to the problem. Just saw this movie yesterday evening and it really moved me.Wonderfull! Japanese actors are just so much better at acting than some notable American actors. I know because I'm American. This movie is soooo good i usually hate movies but this was wonderful there was a similar case like this in guatemala does someone knows the beautiful song name? Great movie Far one of the best movies I've seen. No wonder why they didnt succpect in the beginning, japaness look all the same  This movie, I swear, is one of the best...I felt hugging my nephew after watching... one of the best japanese movie of 2013 :)and it won several awards.. so cute but sad and confusing at the same time!
Eyes of Laura Mars 	Thanks for the upload...!! that Cheesy Streisand song, singing... she was so overrated, the ugly Zionist shill whore. Great movie though aside from that horrible song. great movie, i hope they don't remake this ! I wonder if there was a Foo Too Shoot in Foogue or Hoopers where a Crown Vic blew up just like that Crown Vic Taxi that was headed to JFK in Jersey with that little model from Florida. We are told the Crown Vic stalled or something and then was rear-ended turning the taxi into a Nazi Oven! All that was left was the Chanel Logo from her bag! Go Figure! It's got problems but I still enjoy watching it...It's SO 70's! I don't know why but almost all of Faye's clothes in this film are hideous. Streisand singing Widescreen at the end is fabulous...Jon Peters directed this while he was dating Streisand so naturally she did the big songs. I'd give it a solid 3 stars. Fuck this movie raul julia is to be in this movie many thanks for this wonderful movie Ca aussi c'est un film  a voir c'est une parodie " les yeux de Laura Mars " the eyes of Laurent Mars"  de Bernard Duverger voici le lien : http://bernardduverger.wifeo.com One of the best movies!! "In a world..." YES! lol today you have like 10 - 30 secs witch dont tell half the story but uno its gonna be completelie constructed trash with evil nwo agenda to the primme and garnished with light snack eh cgi -.- FM I wonder if this influenced the TV comedy WKRP in Cincinnati? would a remake work? 1976. BRIAN. GO. FOR. IT. RAPP. 16 BLONDE. KMET. WHOYATOYA. STATE. BEACH. JJ. MOON. SURF. TEAM. CAPTAIN. SMCYN. ENTRADA. DRIVE. LIVE. TOWER 18. MY. HERO. JEFF. GONZER. KMET. WHOYATOYA. WAS.  REAL. LIFE. HERO. IN.    FM. MOVIE. WE. LO VE. GONZER JIM. LADD. MAR Y. TURNNER. THE. BURNER. CYNTHYA. FOX. NOW. 100"3. THE. SOUND. LA. DJ. AND. ALLEN. WATTS. DAYS. OF. OUR. YOUTH. SKI. MOVE. AND. LOVELY. MIMI. CHEN. ASPEN. SKI. GIRL. PEACE. LO VE. AND. SUNDAY. MORNINGS. LAUREL. CYN. 100'3 THE. SOUND. LA. DJ. S. RULES AND. JENNY. MAXWELL. MY. BLUE. HAWAII. MOM. ELLIE.  Eileen Bren 's character reminds me of the legendary Alison Steele who I loved listening to on WNEW back in the day. please upload this movie a.s.a.p.! Whatever you say about the movie, you have to like the soundtrack! Gibts den auch auf deutsch ?Hab neulich die Platte davon gefunden.. die Musik ist eigentlich ganz gut :) The movie wasnt that bad. People on YouTube tend yo Exaggerate.Batman and Robin and catwoman were Bad.This was just a typical 70's film that slipped into the Ether and was forgotten.It was a time capsule into 1978 and had some great concert footage.The creator of the legendary WKRP says that he didnt put the finishing polish on that show after seeing this, but thats debatable as the similarities are insane.They even have a Travis type dude, a Johnny fever dude and a Venus dude.To much simularity to be " coincidental'.The film also had a great soundtrack.Used to come on every year or so, now, cant find it Anywhere?DVD copies on Amazon are pricey$$$.A very Rare Film. Yep...
A Family Upside Down 	I remember watching this made-for-tv movie when I was in high school.  Brings back memories.  The late 1970s and early 1980s were nice and uncomplicated. so glad realized this and got out at the end. will probably live way longer on his own. totally did not need a nursing home...walking in park? should have never left their apartment.... a mild heart attack and suddenly they can't live in their own apartment? a little overboard here. both were ambulatory and independent. wife who didn't work could clean and run errands three times a week. drop of meals. hardly unable to live on their own. I work in cardiac care. no reason to totally move over one staircase. a little unrealistic. could recover at a son's for a few weeks Aw<3 Wasn't this a remake of the film, with James Stewart and Bette Davis, where they are getting bad health, and neighbors complained about them and all their cats ???They decided to take their own lives, and leave together. And so they did. Very nice
Fingers 	This was remade in a French edition in 2005 starring Romain Duris in the Keitel part entitled 'The Beat That My Heart Skipped'. great film with the greatest keitel performance that should have made him a major star tisa farrow...? Awesome movie!! Look for Jim Brown as a pimp in the end! Criminally underrated movie.  This movie is awful.  It's beyond awful.  It's as though Toback had gone to the Martin Scorsese Film Camp for Wannabe Auteurs and made this movie as his final project.  The problem is simply that every scene is unbelievable.  If you want to watch a film about a pianist living "on the edge," go straight to FIVE EASY PIECES.  But avoid FINGERS! If you mean the piano piece it's Bach - Toccata in E Minor Pls Let me Know whicht is the Music That starts at 2:18.HELP ME Epic!
A Fire in the Sky 	I just saw this movie on DVD last night Unbelievable they misspelled Craig Sheffer's name in this teaser.  Graig Sheffer.  Look at it.  Terrible. Wow. fucking aliens!!terror del bueno!! based on a true story haha since when is alien life proven.... I would like to know why aliens in movies are always always naked!??  I mean they never have any sort of clothing or protective layers on! and they are always the same color, grey or dark grey or something like that. Does anyone have an answer??  thanks. they took me!!! fire in the sky qoute GMM anyone? Love this flick! +MrMonkeebalz this trailer is from 1993. This is the most boring trailer I've ever watched Based on a true story = an explainable event blown completely out of proportion. Space suits! i have listened to travis interview he says that movie is not 100% his story The film is not a true story though, It's just based on one the day i stumbled upon (coincidentally) Jacques Vallee's ewxcellent/definitive book on the UFO phenomenon's the time after I've seen this movie at the cinema, I've Bill Barry's account of Travis Walton's story ULTIMATE ENCOUNTER all along since grade school-- and this movie (based from The Travis Experience, written account of Walton himself) seems far too different
First, You Cry 	When did this come out ITS NOT A LOVE STORY is that hannah baker? we already know how it will end , just like any other sad dying somebody movie , at the end she dies obviously then he gets mad and everything ends up with a big stupid advice and they leave us feeling empty and broken , i love olivia but thank you i had my share of these kind of movies For a second she looked like Katherine Langford What's the first song??!!! i loved it as soon as i heard the song playing <3<3<3<3<3<3 Milky Chaaaanceee The hospital scene where Greg shows the movie that he has made for Rachel has forever been etched in my memory. Funny how something so depressing can also be so beautiful. This movie was actually good yeah, earl moved to angel grove and became power ranger. Watched this movie on a plane but seeing this trailer making me wanna watch it again This is a movie?! i read the book and i had no idea, lol. when i heard the lumineers and imagine dragons i gone wild Where are all of the hot boy/celebrities posters on her walls omg he looks so much like Tom Odell I love this movie but I didn't know Imagine Dragons had a song for this! what song is that again? I loved the book when I first read it. I am so happy that there is now a movie of it.
